row,win_year,f1_Ge_w,f1_Sp_w,f1_Po_w,f1_Fr_w,f1_It_w,f3_Ge_w,f3_Sp_w,f3_Po_w,f3_Fr_w,f3_It_w,i_DE_w1,i_DE_w2,i_DE_w3,i_DE_w4,i_DE_w5,i_DE_w6,i_DE_w7,i_DE_w8,i_ES_w1,i_ES_w2,i_ES_w3,i_ES_w4,i_ES_w5,i_ES_w6,i_ES_w7,i_ES_w8,a_DE_w1,a_DE_w2,a_DE_w3,a_DE_w4,a_DE_w5,a_DE_w6,a_DE_w7,a_DE_w8,c_DE_w1,c_DE_w2,c_DE_w3,c_DE_w4,c_DE_w5,c_DE_w6,c_DE_w7,c_DE_w8,c_ES_w1,c_ES_w2,c_ES_w3,c_ES_w4,c_ES_w5,c_ES_w6,c_ES_w7,c_ES_w8,d_PT_w1,d_PT_w2,d_PT_w3,d_PT_w4,d_PT_w5,d_PT_w6,d_PT_w7,d_PT_w8,n_DE_w1,n_DE_w2,n_DE_w3,n_DE_w4,n_DE_w5,n_DE_w6,n_DE_w7,n_DE_w8
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,367.0,192.0,80.0,303.0,588.0,725.0,,0.0,0.0,40.0,0.0,115.0,1053.0,992.0,,,,,,,,,,,,,,,,,
294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,367.0,192.0,80.0,303.0,595.0,725.0,,0.0,0.0,40.0,0.0,115.0,1059.0,992.0,,,,,,,,,,,,,,,,,
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,367.0,192.0,80.0,303.0,598.0,725.0,,0.0,0.0,40.0,0.0,115.0,1059.0,996.0,,,,,,,,,,,,,,,,,
296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,367.0,192.0,80.0,303.0,598.0,725.0,,0.0,0.0,40.0,0.0,115.0,1059.0,1006.0,,,,,,,,,,,,,,,,,
297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,367.0,192.0,80.0,303.0,598.0,727.0,,0.0,0.0,40.0,0.0,115.0,1059.0,1006.0,,,,,,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,369.0,192.0,80.0,303.0,598.0,733.0,,0.0,0.0,40.0,0.0,115.0,1059.0,1006.0,,,,,,,,,,,,,,,,,
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0,379.0,192.0,80.0,303.0,598.0,746.0,,0.0,0.0,40.0,0.0,115.0,1059.0,1006.0,,,,,,,,,,,,,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,379.0,192.0,80.0,303.0,598.0,747.0,,0.0,0.0,40.0,0.0,115.0,1059.0,1006.0,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,379.0,192.0,80.0,304.0,598.0,747.0,,0.0,0.0,40.0,0.0,118.0,1059.0,1006.0,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,380.0,192.0,80.0,317.0,598.0,747.0,,0.0,0.0,40.0,0.0,130.0,1059.0,1006.0,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,380.0,192.0,80.0,317.0,598.0,749.0,,0.0,0.0,40.0,0.0,130.0,1059.0,1006.0,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,380.0,192.0,80.0,317.0,598.0,749.0,,0.0,0.0,40.0,0.0,130.0,1059.0,1006.0,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,380.0,192.0,80.0,317.0,598.0,749.0,,0.0,0.0,40.0,0.0,135.0,1059.0,1006.0,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,381.0,192.0,80.0,317.0,598.0,749.0,,0.0,0.0,40.0,0.0,138.0,1059.0,1012.0,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,386.0,192.0,80.0,317.0,598.0,749.0,,0.0,0.0,40.0,0.0,142.0,1059.0,1012.0,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,386.0,192.0,80.0,317.0,598.0,749.0,,0.0,0.0,40.0,0.0,151.0,1059.0,1012.0,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,386.0,192.0,80.0,317.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1012.0,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,386.0,192.0,81.0,320.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1015.0,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,386.0,192.0,84.0,320.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1015.0,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,386.0,192.0,84.0,320.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1021.0,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,386.0,192.0,84.0,320.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1023.0,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,386.0,192.0,84.0,320.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1023.0,,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,386.0,192.0,84.0,320.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1023.0,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,386.0,192.0,84.0,320.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1025.0,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,386.0,192.0,84.0,320.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1025.0,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,386.0,192.0,84.0,323.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1025.0,,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,386.0,192.0,84.0,323.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1025.0,,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,394.0,192.0,84.0,323.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1029.0,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,399.0,192.0,84.0,323.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1029.0,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,399.0,192.0,84.0,323.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1029.0,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,400.0,192.0,84.0,326.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1029.0,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,326.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1029.0,,,,,,,,,,,,,,,,,
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,326.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1033.0,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,326.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1037.0,,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,326.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1042.0,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,329.0,598.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1042.0,,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,329.0,607.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1045.0,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1045.0,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1045.0,,,,,,,,,,,,,,,,,
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1045.0,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1045.0,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1045.0,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1045.0,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1045.0,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1045.0,,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1045.0,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1045.0,,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1045.0,,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1048.0,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1059.0,1048.0,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,404.0,192.0,84.0,329.0,613.0,749.0,,0.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,404.0,192.0,84.0,329.0,614.0,749.0,,0.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,404.0,192.0,84.0,329.0,618.0,749.0,,0.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,404.0,192.0,84.0,329.0,618.0,749.0,,0.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,404.0,192.0,84.0,329.0,618.0,749.0,,0.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,404.0,192.0,84.0,329.0,619.0,749.0,,0.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,404.0,192.0,84.0,332.0,619.0,749.0,,1.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0,405.0,192.0,84.0,339.0,620.0,749.0,,9.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0,410.0,192.0,84.0,346.0,627.0,749.0,,9.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,410.0,192.0,84.0,370.0,627.0,749.0,,10.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,411.0,192.0,84.0,386.0,627.0,749.0,,10.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,411.0,192.0,84.0,400.0,627.0,749.0,,10.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,415.0,192.0,84.0,402.0,627.0,749.0,,10.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,435.0,192.0,88.0,409.0,627.0,749.0,,10.0,0.0,40.0,0.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,435.0,192.0,95.0,420.0,627.0,749.0,,10.0,0.0,40.0,4.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,435.0,192.0,101.0,420.0,627.0,749.0,,10.0,0.0,40.0,6.0,167.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,435.0,204.0,125.0,425.0,627.0,749.0,,10.0,0.0,40.0,19.0,171.0,1064.0,1048.0,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0,,,,628.0,,,,0.0,,,,1064.0,,,,,,,,,,,,,,,,,,
